Name,Job Title,Company,Profile Link
Callum Ridley,Global Affiliate & Partnerships,Gymshark,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0ODkzOTU=
Kyle Riedinger,Senior Affiliate Strategist,Accenture,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYzNDQwNDM=
Michael Riedl,CEO,Team Internet,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0ODk5MTY=
Falcao Riegamer,Senior Publisher Development Manager,Yadore GmbH,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYyMTI4ODE=
Courtney Rieker,Director of Influencer Brand Management,Acceleration Partners,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU3MTU5MzY=
Adam Riemer,President,"Adam Riemer Marketing, LLC",/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYzNDYxNzE=
Bill Rigby,Vp Partnerships & Affiliate,Foundry - Pcworld/Macworld,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0ODgyNDM=
Alexis Riggs,Customer Success Manager,LeadsPedia,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY0NjgxMTk=
Reggie Riley,Head of US Ad Business,SmartNews,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY4MDgxMDc=
Adam Riley,Director of Relationship Management,CHARGEBACKHELP,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0OTA4ODM=
Angie Riley-Barrett,Affiliate Marketing Manager,Shopify,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYwNjQ0Njc=
Rachel Rique,Product Manger,Capital One Shopping,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU5MTcxOTE=
David Risley,Global B2C Sales Director,MVF,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0ODkxNzc=
Hannah Ristad,Digital Marketing Specialist,Scheels,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU3MzkzMjU=
Jovan Ristic,"Director, Business Development (Demand)",Rokt,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYxMTY0MTA=
Tony Ristovski,Owner,Books at Ease,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0ODc3MjU=
Violet Rittenhouse,Account Manager,CHARGEBACKHELP,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0OTA4OTg=
Jesse Ritter,VP Partnerships,Shopnomix,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0ODk3OTM=
erik rivera,BDE,Hire Odesa,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY5MjUxMTU=
Dean Rizzo,Account Executive,OpenWeb,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYyNjAxMzc=
Brian Robbins,Head of Affiliate Marketing,LG Electronics,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU3ODYzNjM=
Stephanie Robbins,Director of Affiliate Services,Right Side Up,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzQ5MjYwNjE=
Nathan Roberts,CEO,Avenue Link,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU4NTE0NTM=
Johnny Robinson,CEO,Home Service Academy,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY5OTIyNDU=
Gigi Robinson,"Creator, founder",Its Gigi LLC,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY4NTcwODQ=
Matt Robinson,"Channel Marketing Manager, Staff",BILL,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzUzNzAxNjg=
Stephen Robinson,Publisher Development,Partner Commerce,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU5NTQ1Mzg=
Ren Robinson,Affiliate Marketing Manager,Cycling Frog,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU3ODU4MTY=
Ryan Robinson,Founder,RightBlogger + ryrob.com,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0OTA4NDc=
Mike Robinson,VP Sales,Summit Direct Mail,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0ODk1NTQ=
Joseph Robison,Owner,Green Flag Digital,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0OTEwNzY=
John Rock,Director,Jungle Bee Group,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY5NTc2Mzc=
Jameson Rodgers,Co-Founder,CBDfx,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0ODg3OTQ=
Hannah Rodosky,Director of Ad Sales,Media Intercept,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0ODkyNTY=
Heather Rodrigues,Sr. Director Business Development,Liberty Mutual,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYzNDg0NDM=
Bruno Rodrigues,Founder/CEO,PerforMarkt,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0OTA1Mjk=
Lori Rodriguez,Sales Associate,Beyond Bancard,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYzNTYxODQ=
Mike Rodriguez,CRO,anura.io,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY1NTM5NDg=
Gonzalo Rodriguez,Affiliate Manager,Rise,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY0MDk3ODY=
Eric Rodriguez,Account Manager,DGMAX Interactive,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzUzOTQ5MTY=
Tim Rodriguez,Affiliate,Diamond Turtle,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU5NDcxNTE=
Valeria Rodriguez,Account Executive,Money Group,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU2MjU0MTg=
Arianna Rodriguez,Social Media Manager,Life Line Screening,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0ODg2NTk=
Vern Rodriguez,Director of Strategic Partnerships,impact.com,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0ODg2MTE=
Jake Roeland,Chief Technology Officer,Emporia,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYwNzU1MzE=
Melissa Roesch,Affiliate Marketing Manager,Naturepedic,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0ODcwMDY=
Chrystal Roessler,Marketing Manager,FMTC,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0ODk1NTI=
William Rogers,President,Pool House Media,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzcwMDk1NDc=
Christian Rogers,SVP of Marketing,XMR Marketing,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY5OTI2MjM=
Megan Rogers,"Account Manager, Performance, Affiliate, and Commerce",Optimism,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzUzNzAxOTE=
Armin Rohanifar,Director of Business Development,Nuitee,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYyOTg4NzQ=
Randy Rohde,President,38 Digital Market,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0ODk3MTc=
Jorge Rojas,Sr. Manager Strategic Partnerships,The Aragon Company,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYxMTYyMTA=
Melissa Rojas,COO,Pure Tribe,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0ODQ0Mzk=
Tiffany Roldan,BPO Manager,Smarterhome.AI,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY0MTQ5OTg=
Greg Rollett,Head of Growth,Grommet,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzUzNzAxNzc=
Walt Roloson,Co-head of Ads and Shopping,Capital One,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0ODk0MTg=
Louie Romagnoli,Sr. Brand Manager,Katalys,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU5OTEwNTI=
Vladislav Romanets,Marketing Manager,Bluefin,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYxNzM1NzI=
Eugene Rome,President,Rome LLP,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0ODgwOTc=
guillermo romeo estevez,VP,Romeo Ventures,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY1MjEwMTQ=
Angelica Romero,Affiliate Manager,Marketcall,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYyNTU0MjA=
Matt Romine,Media Buyer,FinanceAdvisors.com,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY5OTE5NTk=
Jake Romine,Founder,FinanceAdvisors.com,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY2NDcyMTk=
Marc Rona,Sr. Vice President,Hawke Media,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU3ODE4Mzk=
Kayleigh Ronnow,Partnerships Coordinator,Alta Media Partners,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYwNjQwNjQ=
Lior Root,"Founder, CEO",Loopholes,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0ODc4OTM=
Laine Rosa,"Head of Product, Perfromance",Outbrain Inc.,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0ODc3MDE=
David Rosado,Lead Media Buyer,Aylo Services Canada,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0ODc5MDg=
Claire Rosales,Sales Executive,DialedIn,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYyOTYwMzI=
Stephanie Rosas,Sr. Marketing Manager,Comcast NBCU,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYwNzQ2NjU=
Joel Rose,Head of Business Development,D Squared Digital,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0ODc5Mzk=
Jonathan Rose,CEO,Genesis Gold Group,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0ODc3NDc=
Reid Rosello,Enterprise Account Executive,impact.com,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY5NjA2OTc=
Katharine Rosen,Agency Partnerships Manager,Everflow,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU3Mzc4NTE=
Roxy Rosen,President,Liquid Traffic,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0ODgzMTY=
Brandon Rosenberg,Head of Banking and Credit Card Publisher Media,QuinStreet,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY1MTcwODY=
Eric Rosenberg,Senior Vice-President,We Build Awesome,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU1Nzk4MDI=
Gil Rosenblum,Head Of Search Growth,Firearc,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYwMzM2Nzc=
Yannek Rosenbrock,Head of Sales,FMK Compare GmbH,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY5MjI0MTM=
Christopher Rosetti,Owner,CAR Industries Inc.,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0OTAxMDE=
Matt Rosler,SVP Digital Media,FOX CYBERGUY,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYwNTI5NDg=
Eric Ross,Sr. Director Paid Media,EverConnect,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYwOTAxNjY=
Adam Ross,Chief Executive Officer,Awin,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYwMjA3MTE=
Dan Ross,Chief Revenue Officer,The Penny Inc,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY5NzIxNDA=
Caleb Ross,Director of Business Development,Pingtree,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY0MDcwNzQ=
Lee Ross,Co-Founder,Estire Leads,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0ODcwMTg=
Mike Rosza,CEO,SocialTrend.ai,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYwNjY3NTU=
Kenneth Roter,Affiliate/Advertiser,"Bruce Kaye, Systems Consulting",/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0ODgzNzU=
Gary Rothman,VP E-Commerce,Turning Point Brands,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY4MDgwOTE=
Dovid Rothman,Chief Operating Officer,Canada Tax Reviews,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0ODY4NTA=
Shira Rottner,Head of Business Development,Evernetix Technology Ltd.,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzUzOTQ5Nzg=
Ryan Roubal,Director of Business Development,Media Intercept,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0OTEwMTQ=
Lewis Rough,CEO,FlirtKings,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYzOTg2MTI=
Joshua Rouillard,Chief Marketing Officer,The Legal Leads,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY1MTk5Nzc=
Rob Rouillard,Director - Partner Development,EBG,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0ODkxOTg=
Jason Rouleau,Founder,Apex Marketing,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0ODY5MzE=
Lauren Rowe,Senior Director of Affiliate Marketing - Financial Services,Gen3 Marketing,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYyNTY4NTI=
Briana Rowe,Business Development,Rakuten Rewards,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU5MTYzNjc=
David Rowe,Director of Lead Acquisition,Adopt a Contractor LLC,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0OTAyMTY=
Raja Roy-Choudhury,"Founder, CEO",CHARGEBACKHELP,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzQ5MjcwNDg=
Jeroen Rozemeijer,CEO Yep Ads,Yep Ads,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU5MTEwMjc=
Nathan Rozenfeld,Executive Vice President,Buzz Marketing Group,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0ODY4NTE=
Reid Rubenstein,Managing Partner,RefiJet,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU3ODU5MDE=
Michael Rubenstein,VP Business Development,Dovly AI,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0ODg2NzY=
Tal Rubin,Business Development Manager,Spotower,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYwNDc0ODM=
Michael Rubin,CMO & VP of Project Management,Insurance Supermarket Inc.,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY0MDMyMTA=
Neil Rubin,Co-Founder,Rank Media Agency,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU3MjIzNjU=
Andrej Ruckij,CEO/Founder,Primores,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY2Nzg0MTc=
Stephen Rudd,President,Advanced Web Marketing Group,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU5MzMxOTc=
Stacy Rudd,National Sales Director,Women in Their PRiME DBA: PRiMEWomen,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU3NzMyNzk=
Jason Rudolph,Cofounder,Berserker,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYyNjY0Mzk=
Aksana Rudovich,Head of sales,RedTrack,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY3ODQyNzA=
Nicholas Ruggieri,Chief Sales Officer,Pinpoint Payments,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYwNTgwMTk=
Boaz Ruimy,Account manager,leadads.com,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0OTExNjY=
Abner Ruiz,Digital Marketing Manager,Colibri Group,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY2MTEyNTA=
Garrett Ruiz,CEO,G & M Digital,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY1NjkzNDU=
Nicolas Ruiz,Digital Manager,Goldfish,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU3NzYwMjU=
Tal Rujder,Business Development Manager,Moonshot Marketing,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0ODk3Mjc=
Spud Rule,"VP, Growth Marketing",Lendio,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU3NzcwNTM=
Ingrid Runglich,BD/Affiliate Manager,Wewe Media Group,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU3MTU4NDU=
Yati Rungta,"Manager, Affiliate Partnerships",VEVE by Affinity Global Inc.,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU3ODIzOTQ=
Owen Rupchand,Director,Express Revenue,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY1NzA2MjI=
Rick Ruppert,CVO,MidHQ/Declines.io,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY1NzM4ODY=
Chris Rusev,CEO of ScalaHosting,ScalaHosting,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0OTA2Nzg=
Alex Russell,Affiliate Manager,Advantage Gold,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzcwMjM1NjM=
Meg Russell,Field Marketing Manager,Similarweb,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY3MDA2MzM=
Rachael Russell,Account Executive,Ringba,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU5MzE5NTk=
Amy Russell,Affiliate Manager,Dealerhop.com,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0OTAyOTg=
Jason Russo,Senior Growth Marketing Manager,Age of Learning,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU3ODY1NDk=
Denis Russu,Director of Marketing,Mulligan Man Media,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU3ODYxMTI=
Evan Russum,Sr. Account manager,Sovrn,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU3NzY5Nzc=
Megan Rust,Affiliate Marketing Manager,Sling TV,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYxNzg3NTA=
Juda Rutenberg,Co-Founder and President,Archer Affiliates,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY1MTk5ODM=
Lindsey Ruttan,National Media Manager,Choice Home Warranty,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY0NjkzNzk=
Chuck Ryan,Director of Affiliate Marketing,"FlexOffers.com, LLC",/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU3ODYxMTQ=
Jim Ryan,"Senior Director, Commerce Content",USA Today,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU3MTU4NDc=
Dawn Ryden,Director of Marketing,YOUZEY,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYzOTg2MTM=
Jonathan Rykman,Business Development,Onpoint Global,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0ODcwMjM=
Andrew Ryles,VP of Sales,Cactus Media,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0OTAxNjc=
Kathryn Rymer,"Sr. Director, Agency Solutions",CJ,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU5OTEwMDI=
Alex Ryneiski,Owner,"Learn More Solutions, SLU",/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYwOTcyMzg=
Vitaliy Ryzhkov,VP of Marketing,Ocean Reef Media,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU3ODYxMTY=
Tony Ryzhkov,Email Specialist,Mulligan Man Media,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU3ODYxMTE=
Joseph Saad,"VP of Americas, B2B & E-Commerce",Centerfield Media,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYyNTg2MzE=
Eli Saad,Global Partnerships,General Assembly,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzUzNzAxNzM=
Elias Saad,Global Partnerships,General Assembly,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0OTExMTA=
Margo Saar,Partner Account Director,Perform[cb],/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0OTExNjg=
Sarah Sabo,"Director, Affiliate Marketing",BetMGM,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY0NTM1MzM=
RUCHIR SACHDEVA,AVP Business Development and Client Services,Elicit Research & Insights Inc,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0ODg2MDI=
Ken Sachs,GM,Imali Media,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYyMTU0Mjc=
aaron sachs,President,Broome Street Media,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY5NjM3MjI=
Alexa Sachs,Sr. Director of Marketing,Evergreen Wealth,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU3NDg5Mzg=
Alex Sadak,North American Sr. Affiliate Channel Marketing Specialist,VistaPrint,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0OTA5ODU=
DIKSHA SADANA,North American Sr. Affiliate Channel Marketing Specialist,VistaPrint,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYyNDY5MDY=
Saman Safari,Business Owner,Bright Financial LLC,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY2NDcyMDU=
Megan Sagriff,VP Sales,YTZ,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYxNzc5MzI=
Kinkar Saha,Chief Disruptor,CodeClouds,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU1MzQ4NDI=
Saida Saidova,Analyst,Beyond Publisher,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0OTAxMDM=
Karishma Sainani,Senior Manager,Perform Media,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU3MjEzNjU=
govind saini,marketing,klitkart,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0ODk1Mzk=
Dorissa Saint-Juste,Senior Affiliate Marketing Manager,HubSpot,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYwMTQ0Nzk=
Holly Sainthouse,Partnerships Manager,intent.ly,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU3MTg0NDU=
Andrew Saka,Owner,PaymentHelp,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU1MjU4MjA=
Pavan Rama Rao Saladi,Head of Affiliate Alliances,SMARTIFY SOFTWARE SOLUTIONS LLP,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0ODc2NjI=
John Salame,Sr Business Development Director,MVA BPO Call Center/Staffing,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU3ODY5MDM=
Melissa Salas,Senior Director of Marketing,ShopSimon.com,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYxMTE5NTM=
Jonathan Salas,Creative Director,OPTIZMO,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzUzOTQ5MzU=
Nicolas Salat Baroux,Co-founder,Joko,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYwOTIyMzM=
Lexie Salazar,Biz Dev Rep,Anura.io,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY1NTM5MzY=
Jervis Saldanha,Head of Publisher Development,ExMarketPlace FZ LTD,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY3MjQzMjg=
Simon Saleem,Head of Business Development,Trillion.com,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU4NDI4ODI=
Dan Salem,CEO,FrontStory Affiliates,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYwMTY4MzU=
Timothy (Hunter) Sallie,Independent Contractor,Glitch Life Deals,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYxMDQ5MTg=
Leah Salloway,"Director, Client Partnerships",Capital One Shopping,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYxMTY0MjM=
TJ Salo,Sales,ConnexPay,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYxMTQwNzc=
Eduardo Salomao,Head of Operations,CELMEDIA,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY5NDg1MjU=
Lindsey Salzer,Audience Development and Commerce Director,IGN Entertainment,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0ODkzODQ=
Yaz Samaai,Affiliate Director,Kindred Soul,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYyNDkzMzY=
Kamil Simandl,Chief Revenue Officer,OnlineDatingKings.com,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYwNzA0ODE=
Kareem Samhouri,Marketing,Stephen Kimball DM Copywriting,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY5MzM3NTA=
Erica Sammartino,Director of Affiliate Marketing,Preserve Gold,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU3NjYwMTM=
Katie Samuels,Senior Director of Affiliate Marketing,JBC,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzUzOTQ5Mzk=
Sydney Sanchez,Event Coordinator,HighLevel,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzY3MzY1OTA=
Aubrey Sanchez,Advertiser Manager,SmartADV,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU3NzQwOTk=
Jose Sanchez,Media Buyer,Monarch Media Digital,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0ODgwNDM=
Mark Sanders,Account Director - Strategic Partnerships,Decide Technologies,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzYwMzk4NzI=
Matt Sandin,CEO,"Panthera Interactive, LLC",/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU3MjIzMzc=
Brandon Sandoval,Partnership Executive,Upsellit,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU0ODg5NTU=
Joe Sanfilippo,"Vp, Growth & Partnerships",Today's Business,/event/affiliate-summit-west-2025/person/RXZlbnRQZW9wbGVfMzU1MzI3NzU=
